 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano/mês processamento
Período:Jan/2019-Ago/2020
"Município";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"421935 Vitor Meireles";3283,83;10146,72;9365,82;6983,34;6081,71;7974,43;8134,52;5060,74;8066,89;7423,28;6381,96;11149,44;2726,49;3248,96;4001,98;3942,42;2781,45;4666,98;3627,02;6759,86;121807,84
"421950 Xanxerê";1533240,89;1609872,99;1597587,58;1793864,27;1902975,68;1662052,89;1892969,96;1612469,67;1503322,93;1605691,32;1851860,78;1692353,78;1536046,68;1448553,60;1578914,31;1235758,33;1361462,17;1534702,32;1898811,95;2194590,98;33047103,08
"421960 Xavantina";15980,23;18193,63;16285,40;18278,20;15467,85;16966,32;17599,12;17069,24;598,42;-;-;10440,62;12660,24;8383,23;12155,91;9044,67;11015,16;9452,92;7956,19;5446,81;222994,16
"421970 Xaxim";86594,59;97365,81;94176,76;15482,89;143802,69;143458,69;114689,58;84683,35;112285,23;120522,51;105105,57;106254,68;94478,89;108149,17;87400,35;72757,52;99236,91;132191,98;52709,64;70504,76;1941851,57
"430003 Aceguá";16702,93;13995,79;17450,16;18389,78;31322,33;28371,37;34611,44;23388,25;28828,35;18936,51;16983,02;19493,65;16595,04;17747,37;15207,94;12361,56;15864,11;12893,00;12800,37;11772,93;383715,90
"430010 Agudo";29699,89;39882,78;38234,23;44830,25;47450,49;41776,04;45793,92;52320,69;51934,29;57194,28;57026,55;48687,47;41229,63;39141,68;42095,38;38350,99;37205,80;47163,65;49823,22;34421,39;884262,62
"430020 Ajuricaba";5855,13;2667,02;2096,95;4590,55;5953,49;8231,68;7198,41;9418,66;11740,53;9094,63;7928,55;8778,48;5623,25;7044,84;8334,67;1100,66;4969,73;4469,64;4576,84;4246,67;123920,38
"430030 Alecrim";19669,51;19350,85;20936,20;21558,18;27554,00;24669,39;19797,95;23624,46;19998,07;22404,94;20559,76;20795,46;20940,36;22548,06;19707,56;19957,87;21527,84;20046,12;18988,29;26887,44;431522,31
"430040 Alegrete";499203,07;467356,32;469769,90;525288,50;503037,41;496086,48;494098,90;495737,70;530645,09;572314,25;554265,10;488634,34;477393,52;499886,56;470486,70;328154,72;516893,96;532781,90;715492,89;719501,47;10357028,78
"430050 Alpestre";11962,69;11955,73;15382,20;12444,50;15529,16;16214,17;15139,72;14472,00;14325,59;19548,11;10653,48;19641,66;10543,97;12417,50;13893,67;13561,12;7767,77;16316,97;13719,61;16367,86;281857,48
"430060 Alvorada";443224,43;346208,31;402225,67;414364,96;430359,77;404826,82;474928,36;411467,61;413724,47;385298,26;343151,82;274866,88;488245,33;374829,21;367345,14;358728,61;355137,68;362230,41;363463,74;473091,46;7887718,94
"430064 Ametista do Sul";16236,90;17967,06;14540,13;18226,60;19477,58;19652,33;21874,52;17769,73;21764,31;19571,02;18713,12;17605,87;16111,88;15101,31;22011,78;13780,22;8015,45;8186,73;7448,54;17996,23;332051,31
"430070 Anta Gorda";9338,51;11883,24;12329,98;11961,18;6377,71;14594,30;11885,96;4148,52;7125,41;13806,13;9122,71;11830,87;8857,41;7140,52;5031,41;6591,57;8866,66;10316,76;10161,40;16200,95;197571,20
"430080 Antônio Prado";34552,73;34934,81;32538,19;33027,14;29562,60;26938,63;40544,42;36707,08;40322,35;35954,31;35856,09;37534,52;45760,01;29860,07;35305,52;23305,75;34228,38;39209,24;41878,35;54160,47;722180,66
"430090 Aratiba";20644,94;11846,37;19914,11;28852,22;30296,10;10241,59;20543,11;19159,58;24285,10;20292,75;21303,37;17375,50;-;39286,49;20312,18;8278,78;10505,49;4348,93;10108,42;11453,61;349048,64
"430100 Arroio do Meio";133781,57;124768,88;162267,89;131334,05;163652,20;140932,10;142996,17;121571,99;139822,79;170558,93;154864,65;115350,78;151606,89;147788,94;153791,77;128460,41;80464,27;76593,69;101462,85;114963,50;2657034,32
"430120 Arroio do Tigre";66225,85;65510,65;56478,19;63100,50;66384,69;64600,44;64114,49;64240,87;66361,52;66232,88;63657,39;60956,14;62903,39;52559,49;57792,80;48055,39;43433,93;42034,30;47801,36;61486,89;1183931,16
"430130 Arroio Grande";38792,82;37841,97;36582,74;40172,96;41171,35;35891,82;34431,49;37799,91;36245,60;38953,49;40728,36;33970,26;38878,35;43512,61;36294,32;24323,11;21104,36;24473,23;10459,60;25642,04;677270,39
"430140 Arvorezinha";34877,24;41441,24;38375,60;31986,79;38661,85;50546,08;34908,42;37939,27;35907,46;37951,96;12028,31;57677,38;28184,44;24474,03;25214,21;24899,11;15625,50;17719,27;19974,17;34506,65;642898,98
"430150 Augusto Pestana";48124,56;44381,85;42613,13;42813,66;44644,87;48396,49;50263,17;46767,04;48746,38;43980,73;41129,96;44618,36;41686,20;39852,03;35424,30;14259,96;12394,51;17729,33;16525,22;20353,06;744704,81
"430160 Bagé";742320,71;736966,32;647509,61;700806,85;660140,06;905433,65;771362,11;810724,21;810629,86;815097,69;591941,49;828185,19;762419,26;793456,97;754978,54;580383,36;630295,99;702985,84;957928,69;992424,21;15195990,61
"430165 Barão";7408,69;7099,44;4366,28;4595,38;4371,72;4264,03;5615,65;-;-;-;-;-;-;-;-;-;-;-;-;-;37721,19
"430210 Bento Gonçalves";991201,02;996446,88;1006313,37;625390,14;1213329,90;938745,58;984120,05;1116590,30;1042255,45;1059549,85;1048473,14;1071842,38;1046032,55;1242047,56;1004778,67;1048097,76;893147,19;994491,62;1154034,06;1297737,84;20774625,31
"430220 Boa Vista do Buricá";18133,02;18068,83;18521,77;21204,11;19774,02;21791,00;19808,52;18855,85;18499,63;20489,49;16107,45;20797,52;16026,16;18912,99;14092,11;14875,97;14136,30;11727,68;10479,66;12353,03;344655,11
"430230 Bom Jesus";12707,32;10969,33;16473,67;10604,34;18194,35;13880,61;20914,77;19533,79;11173,07;8612,30;16600,41;23232,95;23138,24;8083,65;11845,17;10493,64;25696,95;9400,71;16550,50;-;288105,77
"430235 Bom Princípio";21193,39;13230,79;14371,92;16863,58;18493,18;21006,65;27854,77;23008,62;20913,11;12871,25;14982,04;20832,62;21910,83;15985,93;17902,88;20466,73;16611,34;25321,83;22565,89;30326,81;396714,16
"430240 Bom Retiro do Sul";24523,96;20228,87;20622,87;27737,36;29645,25;39296,35;34716,12;24050,62;29524,40;31248,85;21173,89;29145,32;38710,71;29678,02;32678,10;22538,29;38061,88;21339,30;27287,26;31781,58;573989,00
"430245 Boqueirão do Leão";21156,92;22629,35;28731,66;32040,80;28482,50;32492,29;33642,69;29365,15;36269,25;25990,64;29611,32;24203,99;25597,32;17921,56;23258,00;24197,75;13463,97;19323,42;19874,40;19260,99;507513,97
"430270 Butiá";82,46;376,80;-;204,50;663,21;8308,42;5433,36;5891,61;9429,24;4491,05;2826,76;-;-;-;-;-;2630,30;1635,00;2174,38;5487,33;49634,42
"430280 Caçapava do Sul";82470,10;93096,93;109518,87;114901,62;114788,35;110150,14;127219,81;128046,01;108075,96;101936,27;105228,53;111999,80;108597,08;84247,97;91673,84;67625,00;80466,35;82644,79;87241,19;70718,58;1980647,19
"430290 Cacequi";11372,23;13753,55;23354,54;7900,40;25405,45;30592,82;25917,50;20817,70;13857,13;16819,27;8853,57;2640,56;19654,42;21478,17;22636,05;13105,40;6477,60;11728,78;13100,57;19169,50;328635,21
"430300 Cachoeira do Sul";895978,47;834043,81;810706,86;843212,66;819491,30;797281,07;899621,20;768775,83;831241,57;854186,43;776691,00;811736,33;777722,45;836045,66;725883,00;848435,95;718695,48;719741,20;1031632,31;1088315,29;16689437,87
"430310 Cachoeirinha";360155,05;297898,15;295410,39;381491,29;317282,03;309031,11;379564,57;423375,17;275120,17;367689,42;342998,16;226950,73;433924,77;241934,15;310953,72;375171,86;315237,29;282360,39;362725,20;330273,44;6629547,06
"430330 Caibaté";15315,33;12574,86;16689,11;15437,71;16739,93;15589,73;12644,90;20191,47;21345,26;17709,60;5870,53;12220,65;11890,05;11755,30;7408,16;8675,33;7154,48;10594,88;8380,07;12859,45;261046,80
"430340 Caiçara";24606,21;25005,08;23107,16;26249,20;25171,20;24352,77;21563,28;21472,98;18162,71;21009,01;23355,94;19895,21;14803,26;20740,92;20863,30;16925,73;12167,73;6686,51;19268,68;11679,55;397086,43
"430350 Camaquã";333514,82;311731,75;267800,48;287923,31;315951,92;298751,27;329496,81;367865,65;354266,93;387771,49;300765,72;374442,96;369641,72;381135,35;413895,90;398187,73;370628,88;337317,14;357813,52;317746,17;6876649,52
"430360 Cambará do Sul";8729,11;8247,88;7572,95;6851,35;5288,86;-;8369,49;11380,70;14228,57;9915,56;7203,05;2159,31;7282,93;9111,03;7936,37;5803,00;4879,06;7977,62;3819,98;7105,64;143862,46
"430370 Campina das Missões";45976,65;39773,20;38122,23;37498,03;40900,85;42715,56;41392,59;47277,13;51886,56;47164,27;45264,00;51594,83;45868,85;42537,83;44083,28;36560,12;30748,73;37667,73;35185,44;36329,48;838547,36
"430380 Campinas do Sul";7109,72;5241,26;6703,35;7059,62;5168,35;9682,25;6182,01;8477,48;8824,29;5183,02;7190,72;8048,56;4716,63;6239,05;5450,77;7008,36;7175,28;8667,70;7779,03;7352,77;139260,22
"430390 Campo Bom";245552,62;255512,64;256884,09;161511,10;240357,18;256399,27;329875,28;252490,74;358536,90;367921,23;292643,32;312853,97;233998,43;373470,75;310492,41;207499,96;412507,00;302404,03;331880,29;362470,42;5865261,63
"430400 Campo Novo";13805,50;12442,76;7154,29;5299,85;6105,62;9267,06;5260,99;6104,70;13291,65;7347,65;7397,80;4209,80;3872,44;3156,68;9191,81;8936,61;10278,72;6837,91;5419,79;6490,64;151872,27
"430420 Candelária";64969,82;62279,59;64159,78;71977,81;100242,63;119604,79;96299,05;118394,15;112422,54;95993,81;118052,61;105074,44;97913,08;94806,13;121554,05;78500,08;87901,88;106261,69;108664,56;98844,53;1923917,02
"430430 Cândido Godói";40279,32;38289,67;37647,40;34680,13;35666,77;36426,46;35104,57;37979,23;38573,95;34404,83;35101,59;37492,13;35189,57;33679,17;35968,91;31817,67;23818,40;16990,05;37905,57;21742,57;678757,96
"430440 Canela";92273,93;65289,78;70835,73;81640,23;95783,67;115000,25;101286,67;102368,58;109504,85;112781,73;97049,03;130241,74;88480,05;147767,99;97023,78;68285,55;93476,05;92953,92;112099,56;106356,99;1980500,08
"430450 Canguçu";87750,74;89470,92;87261,49;97462,81;106223,67;126796,18;141333,16;150016,39;140738,45;156336,46;108672,86;114088,55;106736,99;94119,75;96041,22;78213,79;75651,07;87056,64;77704,32;85116,50;2106791,96
"430460 Canoas";3669772,11;3332336,07;2910197,40;3366497,51;3771581,24;4256741,68;4463640,80;4586816,62;4823666,81;4833473,93;4344092,30;4206195,08;4823312,22;3978506,47;3558705,58;4108094,59;4072741,59;4355203,12;4770480,05;6281706,58;84513761,75
"430463 Capão da Canoa";487492,77;460963,80;451883,63;464449,74;376215,29;437413,72;462672,32;484861,10;435176,68;433903,42;445876,67;446730,87;475325,06;478074,07;519951,22;413698,23;382495,77;123349,59;468850,40;201360,35;8450744,70
"430470 Carazinho";451680,88;370044,42;378242,65;385177,37;407317,62;460759,42;478510,06;549198,55;481673,96;528740,40;491740,48;455808,67;434613,92;395455,99;472030,65;443983,18;381510,34;418546,56;509039,40;566014,44;9060088,96
"430480 Carlos Barbosa";49857,22;58629,96;73338,78;59337,94;62671,74;50728,00;66977,34;47470,70;49097,13;65649,75;75484,47;99577,38;68400,33;56161,90;71064,76;29935,14;35055,46;31597,28;36712,26;63611,99;1151359,53
"430490 Casca";19310,32;17789,58;19968,17;16294,61;23218,44;17939,45;25732,70;21012,39;21101,33;21727,67;24798,95;40418,59;19252,76;26341,51;26909,36;18932,04;23855,18;18213,94;24198,84;14379,57;441395,40
"430510 Caxias do Sul";4256563,96;4722082,42;4221543,85;4807273,07;5100097,67;5010495,26;4715463,77;4712229,75;4773742,14;5275274,14;4920740,41;4164739,15;4777911,35;4940246,77;4626375,85;3817537,71;3410779,72;4480354,82;4381020,71;4923086,80;92037559,32
"430520 Cerro Largo";25111,41;26387,95;26931,43;32712,59;27938,61;33847,86;28943,60;27277,76;31512,32;30674,16;24916,81;22514,75;24731,40;25689,54;27025,20;22028,71;19602,30;19019,67;25587,57;26488,47;528942,11
"430530 Chapada";9099,38;9230,33;5753,43;10024,93;12215,76;9655,06;11389,99;10372,84;12137,49;11674,23;9918,74;6710,69;6100,80;6933,42;9955,88;6202,07;6996,49;6076,08;5511,54;6403,63;172362,78
"430535 Charqueadas";32444,05;18898,26;16979,78;29496,99;35379,74;50947,06;87826,51;86556,64;66149,39;96823,45;32707,25;61569,13;68981,22;63224,74;36933,81;40865,57;40772,70;38031,11;53098,70;108409,29;1066095,39
"430540 Chiapetta";9681,83;16789,78;15794,26;11814,53;6724,93;27372,37;18565,01;14174,39;13496,38;14382,07;14130,42;14809,41;10232,20;11686,83;10486,95;15029,73;10379,78;9873,34;9742,73;7646,57;262813,51
"430570 Condor";20688,73;26924,80;12683,98;22251,54;26059,76;22043,03;22350,28;27224,00;23448,42;29184,58;22351,28;22308,97;24040,25;19718,41;25083,04;16886,15;10262,05;8176,05;9999,19;10626,51;402311,02
"430580 Constantina";18145,40;16536,21;19762,31;19375,28;20235,20;21854,60;16795,48;18717,21;19240,54;20001,94;17257,40;17424,06;17504,52;17097,41;14214,91;8774,04;12295,62;15421,05;12714,48;17617,80;340985,46
"430590 Coronel Bicaco";16623,02;15424,73;16115,73;14744,76;20111,12;27683,07;27865,64;31188,59;26476,62;17575,70;17675,25;28109,67;24144,59;13845,73;15377,22;19813,61;15362,96;14138,83;12138,18;12623,70;387038,72
"430600 Crissiumal";52936,83;58267,04;58103,30;55330,42;55288,77;55423,16;48954,03;58527,41;62015,07;78762,81;59384,13;62101,44;62796,14;65356,95;72216,55;66140,84;39926,47;36291,98;60519,12;67267,01;1175609,47
"430610 Cruz Alta";456599,96;438694,94;391881,34;603853,11;836658,08;571498,37;667544,82;637981,13;631642,56;607389,79;526631,67;323092,99;824951,66;489363,76;677572,52;478232,21;455488,50;589944,31;637261,86;433800,80;11280084,38
"430620 Cruzeiro do Sul";9001,27;18212,06;17337,56;9000,01;14977,46;15594,99;12069,27;12398,93;8541,00;15964,44;11434,65;6624,49;7798,93;4442,55;8183,56;9801,19;22674,41;9021,87;17169,52;4200,19;234448,35
"430630 David Canabarro";13699,11;11673,99;13012,96;9939,90;6693,09;16028,38;12218,01;11401,18;10197,50;10860,38;7442,28;7614,29;5588,79;9043,69;8059,96;4624,07;4220,55;7794,25;9429,15;27796,77;207338,30
"430640 Dois Irmãos";47445,15;53488,66;50933,57;33085,20;79373,55;80905,06;65797,18;90869,95;60926,28;80087,57;41131,00;57616,09;71825,28;56381,01;77103,88;50314,83;78531,78;78477,33;73731,76;50298,26;1278323,39
"430645 Dois Lajeados";15994,21;14844,35;20285,32;17631,25;21208,81;20341,74;21739,98;15877,98;19659,20;22372,92;23055,80;22659,10;17587,55;15150,97;17987,29;11958,09;11554,36;11469,05;9156,17;6139,67;336673,81
"430650 Dom Feliciano";24965,26;24539,85;13042,95;30194,84;21768,98;23279,39;23586,11;25013,44;24840,94;19966,61;18374,60;20826,87;22033,22;26302,15;23459,17;13076,07;11511,31;8949,97;10901,39;9303,82;395936,94
"430660 Dom Pedrito";137353,98;113878,21;90614,04;152225,73;142469,60;131705,03;141028,03;178633,76;134215,17;129937,02;132123,65;115707,83;128119,31;131232,92;118615,54;96314,11;101380,37;64981,36;176138,17;137189,57;2553863,40
"430680 Encantado";53575,99;105730,50;81849,62;86654,38;90715,53;106133,20;89545,28;87930,54;105308,97;88071,42;102411,23;105465,84;85000,34;110611,85;71188,82;94505,46;103587,21;96009,29;155731,20;224515,53;2044542,20
"430690 Encruzilhada do Sul";65483,83;57428,41;60565,92;58095,10;65758,22;69756,37;76402,16;71501,45;79231,32;84375,57;80192,06;76675,68;74244,84;71753,58;66701,40;33717,02;37662,76;59388,39;58241,01;63209,18;1310384,27
"430700 Erechim";1065516,28;1183705,90;1465003,92;1487442,29;1449271,54;1532862,46;1439634,69;1719316,91;1643949,80;1626901,47;1588642,64;1116283,54;1755422,83;1215440,62;2636804,82;1277222,88;1339665,34;1170462,30;1747530,19;1208650,95;29669731,37
"430750 Espumoso";69104,75;64577,40;68962,62;86106,42;96379,99;86203,64;170803,90;120981,46;84517,14;85401,64;76527,23;74784,28;70765,65;73951,85;71838,08;98389,36;70144,35;63745,28;181633,75;141420,57;1856239,36
"430760 Estância Velha";93739,51;70992,73;79622,38;74635,31;71166,40;-;117085,82;74479,13;60929,88;47676,49;26904,76;38986,16;45189,20;28765,50;41543,13;31343,08;40145,86;45841,09;81685,04;76635,92;1147367,39
"430770 Esteio";541224,78;368501,45;463265,04;361368,53;349448,88;424536,57;359319,49;442525,19;673610,05;404649,99;315757,94;505010,36;357935,69;348855,44;447333,17;417080,07;494802,15;461250,42;675945,38;470603,74;8883024,33
"430780 Estrela";465488,44;346656,42;375501,66;506479,91;464245,73;395064,68;507527,43;519464,10;501921,15;352268,88;435924,78;312052,19;443313,48;434449,05;514941,31;357875,91;557010,93;699403,91;675473,10;872655,86;9737718,92
"430790 Farroupilha";350964,57;302786,59;234296,87;319324,89;314866,54;344358,98;398014,55;287302,01;398090,48;363736,87;329405,63;324465,93;419693,31;375965,33;349774,92;310220,44;408996,89;410311,58;660139,11;554402,86;7457118,35
"430800 Faxinal do Soturno";93685,65;125652,62;194577,60;224896,27;220728,76;158438,58;266173,53;153554,01;161667,18;151987,53;115623,67;87031,93;94955,47;62630,21;62579,43;26663,91;46714,95;104459,95;328344,80;136733,61;2817099,66
"430810 Feliz";29905,52;45896,50;45805,06;28983,25;37576,31;40549,33;28885,15;49952,99;42508,14;52211,05;36634,79;30565,40;35675,27;37263,93;31364,37;32156,69;39907,24;40059,55;38915,37;43094,36;767910,27
"430820 Flores da Cunha";41224,27;49872,99;44799,33;53551,68;57395,95;66145,79;55811,81;49382,87;63150,91;41508,98;41942,73;37982,89;58379,45;31817,74;43094,14;39341,66;44593,40;45375,96;40285,55;54387,46;960045,56
"430840 Formigueiro";-;-;-;-;13435,43;7938,71;4050,94;7429,15;5194,97;7173,41;3126,35;3966,70;4803,55;9670,16;4335,38;4497,24;2809,56;-;2370,99;6450,43;87252,97
"430845 Fortaleza dos Valos";6383,06;4360,41;2593,12;2403,57;2681,80;6507,58;3453,13;4873,60;3382,54;2330,47;6440,36;2404,73;1558,69;1150,46;4977,92;3217,21;1962,59;1884,28;2416,36;1401,76;66383,64
"430850 Frederico Westphalen";156810,10;147287,59;135411,19;126455,78;170858,30;162907,20;157333,44;160860,06;168203,74;168265,66;145629,96;176230,88;180479,33;175333,68;239844,84;155059,19;170998,29;103760,82;206524,30;138356,94;3246611,29
"430860 Garibaldi";74350,92;87035,44;59144,93;89844,06;85503,57;101942,36;96515,05;94619,90;97604,22;60237,49;96397,64;88170,83;104717,77;69935,88;82015,49;67677,77;131685,87;79112,13;283961,62;484496,19;2334969,13
"430870 Gaurama";6331,77;5888,93;6217,70;6888,70;6513,56;7500,57;6596,88;6265,33;6497,80;7037,82;6198,41;7471,75;7639,89;6480,49;5945,64;4099,71;5176,02;4710,30;5830,46;7662,86;126954,59
"430890 Getúlio Vargas";74857,75;71500,83;68094,26;77863,60;74069,00;73122,82;79189,13;76943,78;81110,28;83228,26;79975,60;79798,49;75916,23;80932,51;60038,63;64136,58;51465,17;56279,91;62842,76;67517,32;1438882,91
"430900 Giruá";33742,06;34967,51;42501,81;38671,46;40005,96;48337,07;59387,30;62823,80;49381,32;36831,09;42954,92;53966,39;47448,94;35225,19;32805,92;25266,13;31246,04;29867,68;37514,22;40001,08;822945,89
"430910 Gramado";213105,22;206396,23;239851,29;199326,01;217563,72;226536,70;235965,32;267298,29;150859,44;209643,60;155483,89;161890,69;177196,96;199874,15;154088,56;184738,31;187373,33;182567,22;290133,18;804882,12;4664774,23
"430920 Gravataí";581618,99;602204,19;645118,90;724997,20;672577,44;587184,57;817820,07;790588,18;681599,02;619716,91;604105,18;750098,42;733365,00;592198,62;658802,49;533390,00;500424,33;642233,14;553792,97;608252,79;12900088,41
"430925 Guabiju";582,42;641,87;1261,80;1802,66;582,42;1677,71;672,57;699,55;1029,20;316,31;-;-;218,68;248,37;446,78;1895,28;262,90;44,22;787,90;-;13170,64
"430940 Guaporé";41910,48;35091,23;42043,56;54596,24;61141,06;52797,20;58223,27;52813,08;63475,91;37379,52;35255,59;36277,51;44983,75;32577,85;35795,13;39635,87;51219,50;39839,88;53281,61;76865,73;945203,97
"430950 Guarani das Missões";27771,26;35921,65;28681,53;32728,02;31219,68;26542,47;32955,48;35258,02;32246,96;34702,87;31628,66;34449,27;31252,90;32427,33;30451,00;30132,25;26283,05;29924,27;27144,17;25990,10;617710,94
"430710 Herval";-;-;-;-;-;-;-;2857,84;3893,67;3154,21;4446,22;3100,16;3059,66;4925,07;2460,61;4391,06;4296,20;4223,63;4590,07;3774,43;49172,83
"430960 Horizontina";58705,11;58042,05;73722,47;72126,23;77055,49;72740,07;86562,91;80086,50;59276,61;90158,00;64369,40;65106,13;63047,43;43650,43;67267,54;44254,45;36076,30;52208,71;51952,13;61750,53;1278158,49
"430970 Humaitá";11780,51;12332,50;20996,78;17924,08;16788,02;20338,82;21895,70;28684,86;17615,28;18963,61;16374,35;20646,35;5964,23;2959,21;8849,63;4231,40;4580,43;7858,35;3844,13;6843,86;269472,10
"431000 Ibirubá";45881,99;48379,67;50701,87;48211,39;49688,64;53953,48;57219,85;66833,82;60559,02;46187,71;48037,68;42890,06;39057,46;46541,34;42654,93;36679,23;30684,20;41760,88;65112,20;60761,63;981797,05
"431010 Igrejinha";225012,99;329380,39;273068,42;509526,98;483136,33;472653,14;601495,69;231522,68;260533,44;313117,53;290445,44;309943,95;298488,79;304260,00;290592,35;142685,50;213499,97;249048,92;169771,94;161322,70;6129507,15
